GeneID	TranscriptID	ProteinID	Symbol	Strand	Chrom
ENSG00000136274	ENST00000490531	ENSP00000420477	NACAD	-	7
ENSG00000188732	ENST00000344962	ENSP00000342576	FAM221A	+	7
ENSG00000106635	ENST00000223368	ENSP00000223368	BCL7B	-	7
ENSG00000154997	ENST00000388975	ENSP00000373627	SEPTIN14	-	7
ENSG00000146729	ENST00000322090	ENSP00000313050	NIPSNAP2	+	7
ENSG00000146733	ENST00000275605	ENSP00000275605	PSPH	-	7
ENSG00000178665	ENST00000429591	ENSP00000416662	ZNF713	+	7
ENSG00000164744	ENST00000297325	ENSP00000297325	SUN3	-	7
ENSG00000136250	ENST00000617537	ENSP00000483783	AOAH	-	7
ENSG00000127952	ENST00000359697	ENSP00000352726	STYXL1	-	7
ENSG00000106070	ENST00000401949	ENSP00000385770	GRB10	-	7
ENSG00000005020	ENST00000345317	ENSP00000005587	SKAP2	-	7
ENSG00000164543	ENST00000319357	ENSP00000319192	STK17A	+	7
ENSG00000106078	ENST00000265136	ENSP00000265136	COBL	-	7
ENSG00000187546	ENST00000342526	ENSP00000341662	AGMO	-	7
ENSG00000058404	ENST00000395749	ENSP00000379098	CAMK2B	-	7
ENSG00000106638	ENST00000305632	ENSP00000307260	TBL2	-	7
ENSG00000182348	ENST00000333190	ENSP00000329638	ZNF804B	+	7
ENSG00000126524	ENST00000246868	ENSP00000246868	SBDS	-	7
ENSG00000015676	ENST00000355451	ENSP00000347626	NUDCD3	-	7
ENSG00000214652	ENST00000456806	ENSP00000485448	ZNF727	+	7
ENSG00000075213	ENST00000265362	ENSP00000265362	SEMA3A	-	7
ENSG00000146701	ENST00000315758	ENSP00000327070	MDH2	+	7
ENSG00000196715	ENST00000360768	ENSP00000353998	VKORC1L1	+	7
ENSG00000136273	ENST00000258774	ENSP00000258774	HUS1	-	7
ENSG00000176532	ENST00000319694	ENSP00000317836	PRR15	+	7
ENSG00000183696	ENST00000395564	ENSP00000378931	UPP1	+	7
ENSG00000106605	ENST00000265523	ENSP00000265523	BLVRA	+	7
ENSG00000185290	ENST00000329309	ENSP00000455442	NUPR2	-	7
ENSG00000157259	ENST00000287957	ENSP00000287957	GATAD1	+	7
ENSG00000164647	ENST00000297205	ENSP00000297205	STEAP1	+	7
ENSG00000154978	ENST00000285279	ENSP00000285279	VOPP1	-	7
ENSG00000272391	ENST00000615331	ENSP00000481575	POM121C	-	7
ENSG00000213462	ENST00000394323	ENSP00000391594	ERV3-1	-	7
ENSG00000105829	ENST00000222547	ENSP00000222547	BET1	-	7
ENSG00000169193	ENST00000307471	ENSP00000304355	CCDC126	+	7
ENSG00000196636	ENST00000432641	ENSP00000414066	SDHAF3	+	7
ENSG00000132437	ENST00000444124	ENSP00000403644	DDC	-	7
ENSG00000164715	ENST00000297293	ENSP00000297293	LMTK2	+	7
ENSG00000009950	ENST00000313375	ENSP00000320886	MLXIPL	-	7
ENSG00000122547	ENST00000242108	ENSP00000242108	EEPD1	+	7
ENSG00000177409	ENST00000318238	ENSP00000326247	SAMD9L	-	7
ENSG00000164746	ENST00000348904	ENSP00000335500	C7orf57	+	7
ENSG00000186472	ENST00000333891	ENSP00000334319	PCLO	-	7
ENSG00000122507	ENST00000242067	ENSP00000242067	BBS9	+	7
ENSG00000205413	ENST00000379958	ENSP00000369292	SAMD9	-	7
ENSG00000005981	ENST00000325885	ENSP00000321388	ASB4	+	7
ENSG00000106351	ENST00000300176	ENSP00000300176	AGFG2	+	7
ENSG00000127993	ENST00000265732	ENSP00000265732	RBM48	+	7
ENSG00000127989	ENST00000351870	ENSP00000248643	MTERF1	-	7
ENSG00000106236	ENST00000265634	ENSP00000265634	NPTX2	+	7
ENSG00000242950	ENST00000603053	ENSP00000474984	ERVW-1	-	7
ENSG00000164645	ENST00000297203	ENSP00000297203	TEX47	-	7
ENSG00000106261	ENST00000324306	ENSP00000323148	ZKSCAN1	+	7
ENSG00000006128	ENST00000319273	ENSP00000321106	TAC1	+	7
ENSG00000132432	ENST00000352861	ENSP00000341538	SEC61G	-	7
ENSG00000128581	ENST00000315322	ENSP00000320359	IFT22	-	7
ENSG00000086288	ENST00000199447	ENSP00000199447	NME8	+	7
ENSG00000239789	ENST00000285298	ENSP00000285298	MRPS17	+	7
ENSG00000172115	ENST00000305786	ENSP00000307786	CYCS	-	7
ENSG00000164692	ENST00000297268	ENSP00000297268	COL1A2	+	7
ENSG00000169919	ENST00000304895	ENSP00000302728	GUSB	-	7
ENSG00000127980	ENST00000248633	ENSP00000248633	PEX1	-	7
ENSG00000004766	ENST00000305866	ENSP00000307666	VPS50	+	7
ENSG00000188175	ENST00000394468	ENSP00000377980	HEPACAM2	-	7
ENSG00000106384	ENST00000223114	ENSP00000223114	MOGAT3	-	7
ENSG00000006715	ENST00000310301	ENSP00000309457	VPS41	-	7
ENSG00000001629	ENST00000265742	ENSP00000265742	ANKIB1	+	7
ENSG00000105825	ENST00000222543	ENSP00000222543	TFPI2	-	7
ENSG00000157214	ENST00000394621	ENSP00000378119	STEAP2	+	7
ENSG00000164659	ENST00000450689	ENSP00000413445	ELAPOR2	-	7
ENSG00000158528	ENST00000433360	ENSP00000405514	PPP1R9A	+	7
ENSG00000127946	ENST00000336926	ENSP00000336747	HIP1	-	7
ENSG00000105849	ENST00000222567	ENSP00000222567	POLR1F	-	7
ENSG00000106336	ENST00000241071	ENSP00000241071	FBXO24	+	7
ENSG00000106244	ENST00000350498	ENSP00000222968	PDAP1	-	7
ENSG00000105852	ENST00000265627	ENSP00000265627	PON3	-	7
ENSG00000106366	ENST00000223095	ENSP00000223095	SERPINE1	+	7
ENSG00000005421	ENST00000222381	ENSP00000222381	PON1	-	7
ENSG00000019991	ENST00000222390	ENSP00000222390	HGF	-	7
ENSG00000180233	ENST00000323037	ENSP00000323879	ZNRF2	+	7
ENSG00000241685	ENST00000262942	ENSP00000262942	ARPC1A	+	7
ENSG00000234545	ENST00000445716	ENSP00000398401	FAM133B	-	7
ENSG00000169902	ENST00000304842	ENSP00000302413	TPST1	+	7
ENSG00000070669	ENST00000394308	ENSP00000377845	ASNS	-	7
ENSG00000091129	ENST00000379028	ENSP00000368314	NRCAM	-	7
ENSG00000135249	ENST00000257700	ENSP00000257700	RINT1	+	7
ENSG00000205307	ENST00000622764	ENSP00000481773	SAP25	-	7
ENSG00000154678	ENST00000396191	ENSP00000379494	PDE1C	-	7
ENSG00000004799	ENST00000005178	ENSP00000005178	PDK4	-	7
ENSG00000205356	ENST00000447648	ENSP00000404923	TECPR1	-	7
ENSG00000177683	ENST00000415914	ENSP00000400500	THAP5	-	7
ENSG00000135185	ENST00000257637	ENSP00000257637	TMEM243	-	7
ENSG00000106355	ENST00000450169	ENSP00000410758	LSM5	-	7
ENSG00000106367	ENST00000337619	ENSP00000336666	AP1S1	+	7
ENSG00000106397	ENST00000223127	ENSP00000223127	PLOD3	-	7
ENSG00000135218	ENST00000447544	ENSP00000415743	CD36	+	7
ENSG00000160862	ENST00000292401	ENSP00000292401	AZGP1	-	7
ENSG00000127995	ENST00000297273	ENSP00000297273	CASD1	+	7
ENSG00000005483	ENST00000311117	ENSP00000312379	KMT2E	+	7
ENSG00000173114	ENST00000308478	ENSP00000312001	LRRN3	+	7
ENSG00000127920	ENST00000248564	ENSP00000248564	GNG11	+	7
ENSG00000075223	ENST00000265361	ENSP00000265361	SEMA3C	-	7
ENSG00000106245	ENST00000222969	ENSP00000222969	BUD31	+	7
ENSG00000146802	ENST00000312814	ENSP00000323068	TMEM168	-	7
ENSG00000135269	ENST00000358204	ENSP00000350937	TES	+	7
ENSG00000128564	ENST00000249330	ENSP00000249330	VGF	-	7
ENSG00000182111	ENST00000420713	ENSP00000394248	ZNF716	+	7
ENSG00000086289	ENST00000199448	ENSP00000199448	EPDR1	+	7
ENSG00000135241	ENST00000257694	ENSP00000257694	PNPLA8	-	7
ENSG00000105854	ENST00000222572	ENSP00000222572	PON2	-	7
ENSG00000127990	ENST00000648936	ENSP00000497130	SGCE	-	7
ENSG00000158604	ENST00000457408	ENSP00000404042	TMED4	-	7
ENSG00000146856	ENST00000436302	ENSP00000388275	AGBL3	+	7
ENSG00000105971	ENST00000222693	ENSP00000222693	CAV2	+	7
ENSG00000153956	ENST00000356860	ENSP00000349320	CACNA2D1	-	7
ENSG00000128590	ENST00000249356	ENSP00000249356	DNAJB9	+	7
ENSG00000174697	ENST00000308868	ENSP00000312652	LEP	+	7
ENSG00000214415	ENST00000398291	ENSP00000381339	GNAT3	-	7
ENSG00000158321	ENST00000342771	ENSP00000344087	AUTS2	+	7
ENSG00000198874	ENST00000359626	ENSP00000352645	TYW1	+	7
ENSG00000179562	ENST00000321407	ENSP00000318821	GCC1	-	7
ENSG00000106331	ENST00000639438	ENSP00000491782	PAX4	-	7
ENSG00000106013	ENST00000265224	ENSP00000265224	ANKRD7	+	7
ENSG00000091128	ENST00000388781	ENSP00000373433	LAMB4	-	7
ENSG00000091127	ENST00000469408	ENSP00000417402	PUS7	-	7
ENSG00000198839	ENST00000361822	ENSP00000354501	ZNF277	+	7
ENSG00000185274	ENST00000333538	ENSP00000329654	GALNT17	+	7
ENSG00000167011	ENST00000300303	ENSP00000300303	NAT16	-	7
ENSG00000184408	ENST00000331113	ENSP00000333496	KCND2	+	7
ENSG00000184903	ENST00000405709	ENSP00000384966	IMMP2L	-	7
ENSG00000146955	ENST00000537763	ENSP00000440167	RAB19	+	7
ENSG00000198420	ENST00000479870	ENSP00000419235	TCAF1	-	7
ENSG00000197157	ENST00000354725	ENSP00000346762	SND1	+	7
ENSG00000077063	ENST00000160373	ENSP00000160373	CTTNBP2	-	7
ENSG00000105880	ENST00000648378	ENSP00000498116	DLX5	-	7
ENSG00000004059	ENST00000000233	ENSP00000000233	ARF5	+	7
ENSG00000196937	ENST00000359943	ENSP00000353025	FAM3C	-	7
ENSG00000081800	ENST00000194130	ENSP00000194130	SLC13A1	-	7
ENSG00000179603	ENST00000339582	ENSP00000344173	GRM8	-	7
ENSG00000214194	ENST00000397764	ENSP00000490095	SMIM30	-	7
ENSG00000166924	ENST00000300179	ENSP00000300179	NYAP1	+	7
ENSG00000105989	ENST00000265441	ENSP00000265441	WNT2	-	7
ENSG00000183166	ENST00000395275	ENSP00000378690	CALN1	-	7
ENSG00000128536	ENST00000317716	ENSP00000325954	CDHR3	+	7
ENSG00000006453	ENST00000005260	ENSP00000005260	BAIAP2L1	-	7
ENSG00000128534	ENST00000249299	ENSP00000249299	LSM8	+	7
ENSG00000048405	ENST00000265827	ENSP00000265827	ZNF800	-	7
ENSG00000106086	ENST00000449726	ENSP00000397947	PLEKHA8	+	7
ENSG00000105967	ENST00000265440	ENSP00000265440	TFEC	-	7
ENSG00000165076	ENST00000350549	ENSP00000297767	PRSS37	-	7
ENSG00000106049	ENST00000265395	ENSP00000265395	HIBADH	-	7
ENSG00000235631	ENST00000434824	ENSP00000388207	RNF148	-	7
ENSG00000170632	ENST00000323716	ENSP00000319412	ARMC10	+	7
ENSG00000243317	ENST00000507606	ENSP00000425996	STMP1	+	7
ENSG00000204983	ENST00000311737	ENSP00000308720	PRSS1	+	7
ENSG00000059378	ENST00000263549	ENSP00000263549	PARP12	-	7
ENSG00000128567	ENST00000378555	ENSP00000367817	PODXL	-	7
ENSG00000126870	ENST00000407559	ENSP00000384290	DYNC2I1	+	7
ENSG00000133606	ENST00000255977	ENSP00000255977	MKRN1	-	7
ENSG00000188883	ENST00000340940	ENSP00000339356	KLRG2	-	7
ENSG00000127955	ENST00000649796	ENSP00000497260	GNAI1	+	7
ENSG00000133574	ENST00000255945	ENSP00000255945	GIMAP4	+	7
ENSG00000188050	ENST00000340112	ENSP00000344489	RNF133	-	7
ENSG00000128607	ENST00000335420	ENSP00000334140	KLHDC10	+	7
ENSG00000170381	ENST00000643230	ENSP00000496491	SEMA3E	-	7
ENSG00000128578	ENST00000249344	ENSP00000249344	STRIP2	+	7
ENSG00000006377	ENST00000518156	ENSP00000428480	DLX6	+	7
ENSG00000127928	ENST00000248572	ENSP00000248572	GNGT1	+	7
ENSG00000196335	ENST00000355870	ENSP00000348132	STK31	+	7
ENSG00000128513	ENST00000357628	ENSP00000350249	POT1	-	7
ENSG00000105879	ENST00000440859	ENSP00000401277	CBLL1	+	7
ENSG00000105887	ENST00000393085	ENSP00000376800	MTPN	-	7
ENSG00000165120	ENST00000297819	ENSP00000297819	SSMEM1	+	7
ENSG00000005486	ENST00000006777	ENSP00000006777	RHBDD2	+	7
ENSG00000164603	ENST00000297145	ENSP00000297145	BMT2	-	7
ENSG00000009954	ENST00000339594	ENSP00000342434	BAZ1B	-	7
ENSG00000160963	ENST00000313669	ENSP00000318234	COL26A1	+	7
ENSG00000170260	ENST00000335870	ENSP00000338572	ZNF212	+	7
ENSG00000001626	ENST00000003084	ENSP00000003084	CFTR	+	7
ENSG00000091138	ENST00000340010	ENSP00000345873	SLC26A3	-	7
ENSG00000106153	ENST00000395422	ENSP00000378812	CHCHD2	-	7
ENSG00000106328	ENST00000265825	ENSP00000265825	FSCN3	+	7
ENSG00000146842	ENST00000397622	ENSP00000380747	TMEM209	-	7
ENSG00000214102	ENST00000397541	ENSP00000380675	WEE2	+	7
ENSG00000130226	ENST00000377770	ENSP00000367001	DPP6	+	7
ENSG00000105851	ENST00000496166	ENSP00000419260	PIK3CG	+	7
ENSG00000222011	ENST00000413034	ENSP00000395340	FAM185A	+	7
ENSG00000105993	ENST00000262177	ENSP00000262177	DNAJB6	+	7
ENSG00000105929	ENST00000310018	ENSP00000308122	ATP6V0A4	-	7
ENSG00000128594	ENST00000249363	ENSP00000249363	LRRC4	-	7
ENSG00000205060	ENST00000378509	ENSP00000367770	SLC35B4	-	7
ENSG00000182158	ENST00000330387	ENSP00000329140	CREB3L2	-	7
ENSG00000127948	ENST00000461988	ENSP00000419970	POR	+	7
ENSG00000146918	ENST00000356309	ENSP00000348657	NCAPG2	-	7
ENSG00000204946	ENST00000434415	ENSP00000410890	ZNF783	+	7
ENSG00000185055	ENST00000480514	ENSP00000418678	EFCAB10	-	7
ENSG00000236279	ENST00000422142	ENSP00000390661	CLEC2L	+	7
ENSG00000105778	ENST00000318709	ENSP00000315568	AVL9	+	7
ENSG00000117868	ENST00000275418	ENSP00000275418	ESYT2	-	7
ENSG00000133561	ENST00000328902	ENSP00000330374	GIMAP6	-	7
ENSG00000106028	ENST00000265304	ENSP00000265304	SSBP1	+	7
ENSG00000155093	ENST00000389418	ENSP00000374069	PTPRN2	-	7
ENSG00000009335	ENST00000348165	ENSP00000309198	UBE3C	+	7
ENSG00000064393	ENST00000406875	ENSP00000385571	HIPK2	-	7
ENSG00000106436	ENST00000223167	ENSP00000223167	MYL10	-	7
ENSG00000197362	ENST00000491431	ENSP00000417470	ZNF786	-	7
ENSG00000128519	ENST00000249284	ENSP00000249284	TAS2R16	-	7
ENSG00000214253	ENST00000223136	ENSP00000223136	FIS1	-	7
ENSG00000257093	ENST00000536163	ENSP00000445768	DENND11	-	7
ENSG00000127362	ENST00000247879	ENSP00000247879	TAS2R3	+	7
ENSG00000196511	ENST00000360057	ENSP00000353165	TPK1	-	7
ENSG00000106025	ENST00000222747	ENSP00000222747	TSPAN12	-	7
ENSG00000005249	ENST00000265717	ENSP00000265717	PRKAR2B	+	7
ENSG00000128512	ENST00000428084	ENSP00000410746	DOCK4	-	7
ENSG00000181444	ENST00000302017	ENSP00000304769	ZNF467	-	7
ENSG00000186591	ENST00000355621	ENSP00000347836	UBE2H	-	7
ENSG00000106278	ENST00000393386	ENSP00000377047	PTPRZ1	+	7
ENSG00000164713	ENST00000297290	ENSP00000297290	BRI3	+	7
ENSG00000227471	ENST00000457545	ENSP00000389289	AKR1B15	+	7
ENSG00000179144	ENST00000313543	ENSP00000315474	GIMAP7	+	7
ENSG00000157800	ENST00000326232	ENSP00000321498	SLC37A3	-	7
ENSG00000189077	ENST00000493111	ENSP00000473983	TMEM120A	-	7
ENSG00000081803	ENST00000449022	ENSP00000398481	CADPS2	-	7
ENSG00000241258	ENST00000395326	ENSP00000378736	CRCP	+	7
ENSG00000106034	ENST00000310396	ENSP00000309772	CPED1	+	7
ENSG00000146963	ENST00000354926	ENSP00000347005	LUC7L2	+	7
ENSG00000258223	ENST00000547058	ENSP00000447588	PRSS58	-	7
ENSG00000131558	ENST00000253861	ENSP00000253861	EXOC4	+	7
ENSG00000154438	ENST00000284629	ENSP00000284629	ASZ1	-	7
ENSG00000106615	ENST00000262187	ENSP00000262187	RHEB	-	7
ENSG00000136286	ENST00000258787	ENSP00000258787	MYO1G	-	7
ENSG00000122787	ENST00000242375	ENSP00000242375	AKR1D1	+	7
ENSG00000071243	ENST00000315870	ENSP00000320566	ING3	+	7
ENSG00000240204	ENST00000462322	ENSP00000454370	SMKR1	+	7
ENSG00000091137	ENST00000644269	ENSP00000494017	SLC26A4	+	7
ENSG00000196584	ENST00000359321	ENSP00000352271	XRCC2	-	7
ENSG00000106617	ENST00000287878	ENSP00000287878	PRKAG2	-	7
ENSG00000127366	ENST00000247883	ENSP00000247883	TAS2R5	+	7
ENSG00000002745	ENST00000222462	ENSP00000222462	WNT16	+	7
ENSG00000106479	ENST00000223210	ENSP00000223210	ZNF862	+	7
ENSG00000105894	ENST00000348225	ENSP00000341170	PTN	-	7
ENSG00000234224	ENST00000455783	ENSP00000395244	TMEM229A	-	7
ENSG00000135250	ENST00000393651	ENSP00000377262	SRPK2	-	7
ENSG00000172331	ENST00000344924	ENSP00000342032	BPGM	+	7
ENSG00000006530	ENST00000649286	ENSP00000497280	AGK	+	7
ENSG00000186480	ENST00000340368	ENSP00000344741	INSIG1	+	7
ENSG00000133627	ENST00000256001	ENSP00000256001	ACTR3B	+	7
ENSG00000157212	ENST00000404141	ENSP00000384048	PAXIP1	-	7
ENSG00000085662	ENST00000285930	ENSP00000285930	AKR1B1	-	7
ENSG00000214128	ENST00000442682	ENSP00000390407	TMEM213	+	7
ENSG00000122779	ENST00000343526	ENSP00000340507	TRIM24	+	7
ENSG00000196453	ENST00000247930	ENSP00000247930	ZNF777	-	7
ENSG00000006459	ENST00000397560	ENSP00000380692	KDM7A	-	7
ENSG00000106648	ENST00000392800	ENSP00000376548	GALNTL5	+	7
ENSG00000183742	ENST00000400331	ENSP00000383185	MACC1	-	7
ENSG00000198074	ENST00000359579	ENSP00000352584	AKR1B10	+	7
ENSG00000204947	ENST00000378061	ENSP00000367300	ZNF425	-	7
ENSG00000091732	ENST00000358303	ENSP00000351052	ZC3HC1	-	7
ENSG00000261115	ENST00000565468	ENSP00000456594	TMEM178B	+	7
ENSG00000164898	ENST00000297534	ENSP00000297534	FMC1	+	7
ENSG00000106554	ENST00000262570	ENSP00000262570	CHCHD3	-	7
ENSG00000106459	ENST00000393232	ENSP00000376924	NRF1	+	7
ENSG00000106400	ENST00000305105	ENSP00000304593	ZNHIT1	+	7
ENSG00000170265	ENST00000610704	ENSP00000477841	ZNF282	+	7
ENSG00000146966	ENST00000496613	ENSP00000419654	DENND2A	-	7
ENSG00000105953	ENST00000222673	ENSP00000222673	OGDH	+	7
ENSG00000197024	ENST00000475153	ENSP00000420418	ZNF398	+	7
ENSG00000122515	ENST00000309315	ENSP00000311778	ZMIZ2	+	7
ENSG00000157703	ENST00000674285	ENSP00000501457	SVOPL	-	7
ENSG00000128585	ENST00000352689	ENSP00000323527	MKLN1	+	7
ENSG00000153814	ENST00000283928	ENSP00000283928	JAZF1	-	7
ENSG00000158623	ENST00000425248	ENSP00000402346	COPG2	-	7
ENSG00000189320	ENST00000338588	ENSP00000342336	FAM180A	-	7
ENSG00000128606	ENST00000339431	ENSP00000344242	LRRC17	+	7
ENSG00000059377	ENST00000448866	ENSP00000402536	TBXAS1	+	7
ENSG00000106018	ENST00000262178	ENSP00000262178	VIPR2	-	7
ENSG00000215018	ENST00000399429	ENSP00000382356	COL28A1	-	7
ENSG00000077454	ENST00000310300	ENSP00000309689	LRCH4	-	7
ENSG00000168303	ENST00000306984	ENSP00000304553	MPLKIP	-	7
ENSG00000105856	ENST00000222574	ENSP00000222574	HBP1	+	7
ENSG00000172209	ENST00000304402	ENSP00000302676	GPR22	+	7
ENSG00000154415	ENST00000284601	ENSP00000284601	PPP1R3A	-	7
ENSG00000128573	ENST00000350908	ENSP00000265436	FOXP2	+	7
ENSG00000164778	ENST00000297375	ENSP00000297375	EN2	+	7
ENSG00000065883	ENST00000181839	ENSP00000181839	CDK13	+	7
ENSG00000175600	ENST00000335693	ENSP00000338475	SUGCT	+	7
ENSG00000258227	ENST00000546910	ENSP00000449999	CLEC5A	-	7
ENSG00000257138	ENST00000547270	ENSP00000448219	TAS2R38	-	7
ENSG00000170775	ENST00000303921	ENSP00000306449	GPR37	-	7
ENSG00000168090	ENST00000303904	ENSP00000304102	COPS6	+	7
ENSG00000166508	ENST00000303887	ENSP00000307288	MCM7	-	7
ENSG00000221838	ENST00000359593	ENSP00000352603	AP4M1	+	7
ENSG00000106290	ENST00000453269	ENSP00000389575	TAF6	-	7
ENSG00000166997	ENST00000262932	ENSP00000262932	CNPY4	+	7
ENSG00000214309	ENST00000398075	ENSP00000381150	MBLAC1	+	7
ENSG00000146826	ENST00000316937	ENSP00000324741	TRAPPC14	-	7
ENSG00000197093	ENST00000360039	ENSP00000353142	GAL3ST4	-	7
ENSG00000213420	ENST00000292377	ENSP00000292377	GPC2	-	7
ENSG00000214300	ENST00000332397	ENSP00000329565	SPDYE3	+	7
ENSG00000085514	ENST00000198536	ENSP00000198536	PILRA	+	7
ENSG00000146834	ENST00000310512	ENSP00000308546	MEPCE	+	7
ENSG00000160813	ENST00000292330	ENSP00000292330	PPP1R35	-	7
ENSG00000185955	ENST00000332375	ENSP00000327732	C7orf61	-	7
ENSG00000166925	ENST00000300181	ENSP00000300181	TSC22D4	-	7
ENSG00000166529	ENST00000292450	ENSP00000292450	ZSCAN21	+	7
ENSG00000166526	ENST00000299667	ENSP00000299667	ZNF3	-	7
ENSG00000196367	ENST00000456197	ENSP00000394645	TRRAP	+	7
ENSG00000001630	ENST00000003100	ENSP00000003100	CYP51A1	-	7
ENSG00000001631	ENST00000394505	ENSP00000378013	KRIT1	-	7
ENSG00000122786	ENST00000361675	ENSP00000354826	CALD1	+	7
ENSG00000105810	ENST00000424848	ENSP00000397087	CDK6	-	7
ENSG00000164500	ENST00000297001	ENSP00000297001	SPATA48	+	7
ENSG00000122778	ENST00000422774	ENSP00000416040	KIAA1549	-	7
ENSG00000173452	ENST00000405844	ENSP00000385087	TMEM196	-	7
ENSG00000136235	ENST00000258733	ENSP00000258733	GPNMB	+	7
ENSG00000106069	ENST00000222792	ENSP00000222792	CHN2	+	7
ENSG00000086300	ENST00000338523	ENSP00000343709	SNX10	+	7
ENSG00000004864	ENST00000265631	ENSP00000265631	SLC25A13	-	7
ENSG00000106246	ENST00000292478	ENSP00000292478	PTCD1	-	7
ENSG00000127364	ENST00000247881	ENSP00000247881	TAS2R4	+	7
ENSG00000136280	ENST00000258781	ENSP00000258781	CCM2	+	7
ENSG00000127377	ENST00000337323	ENSP00000338613	CRYGN	-	7
ENSG00000146757	ENST00000328747	ENSP00000332595	ZNF92	+	7
ENSG00000253276	ENST00000523505	ENSP00000430897	CCDC71L	-	7
ENSG00000187260	ENST00000334493	ENSP00000335522	WDR86	-	7
ENSG00000006652	ENST00000403825	ENSP00000384477	IFRD1	+	7
ENSG00000181016	ENST00000312849	ENSP00000323304	LSMEM1	+	7
ENSG00000164867	ENST00000297494	ENSP00000297494	NOS3	+	7
ENSG00000213199	ENST00000349064	ENSP00000344838	ASIC3	+	7
ENSG00000164885	ENST00000485972	ENSP00000419782	CDK5	-	7
ENSG00000164896	ENST00000297532	ENSP00000297532	FASTK	-	7
ENSG00000164897	ENST00000297533	ENSP00000297533	TMUB1	-	7
ENSG00000133612	ENST00000397238	ENSP00000380413	AGAP3	+	7
ENSG00000146926	ENST00000420175	ENSP00000391137	ASB10	-	7
ENSG00000278685	ENST00000615129	ENSP00000482119	IQCA1L	-	7
ENSG00000033050	ENST00000287844	ENSP00000287844	ABCF2	-	7
ENSG00000122557	ENST00000311350	ENSP00000310729	HERPUD2	-	7
ENSG00000187257	ENST00000334955	ENSP00000334040	RSBN1L	+	7
ENSG00000135211	ENST00000257663	ENSP00000257663	TMEM60	-	7
ENSG00000187391	ENST00000354212	ENSP00000346151	MAGI2	-	7
ENSG00000006625	ENST00000275428	ENSP00000275428	GGCT	-	7
ENSG00000106113	ENST00000471646	ENSP00000418722	CRHR2	-	7
ENSG00000106105	ENST00000389266	ENSP00000373918	GARS1	+	7
ENSG00000241127	ENST00000223273	ENSP00000223273	YAE1	+	7
ENSG00000006451	ENST00000005257	ENSP00000005257	RALA	+	7
ENSG00000004948	ENST00000426151	ENSP00000389295	CALCR	-	7
ENSG00000257335	ENST00000475668	ENSP00000417515	MGAM	+	7
ENSG00000106536	ENST00000518318	ENSP00000430514	POU6F2	+	7
ENSG00000130429	ENST00000646101	ENSP00000496599	ARPC1B	+	7
ENSG00000271321	ENST00000470691	ENSP00000474388	CTAGE6	-	7
ENSG00000106560	ENST00000223293	ENSP00000223293	GIMAP2	+	7
ENSG00000213203	ENST00000307194	ENSP00000302833	GIMAP1	+	7
ENSG00000106565	ENST00000326442	ENSP00000318409	TMEM176B	-	7
ENSG00000002933	ENST00000004103	ENSP00000004103	TMEM176A	+	7
ENSG00000198898	ENST00000361183	ENSP00000354947	CAPZA2	+	7
ENSG00000133597	ENST00000072869	ENSP00000072869	ADCK2	+	7
ENSG00000090266	ENST00000247866	ENSP00000247866	NDUFB2	+	7
ENSG00000157764	ENST00000644969	ENSP00000496776	BRAF	-	7
ENSG00000090263	ENST00000324787	ENSP00000320567	MRPS33	-	7
ENSG00000105865	ENST00000265720	ENSP00000265720	DUS4L	+	7
ENSG00000158516	ENST00000222481	ENSP00000222481	CPA2	+	7
ENSG00000128510	ENST00000222482	ENSP00000222482	CPA4	+	7
ENSG00000091704	ENST00000011292	ENSP00000011292	CPA1	+	7
ENSG00000106484	ENST00000223215	ENSP00000223215	MEST	+	7
ENSG00000178234	ENST00000430044	ENSP00000395122	GALNT11	+	7
ENSG00000160917	ENST00000292476	ENSP00000292476	CPSF4	+	7
ENSG00000241468	ENST00000292475	ENSP00000292475	ATP5MF	-	7
ENSG00000198556	ENST00000331410	ENSP00000331927	ZNF789	+	7
ENSG00000160908	ENST00000337673	ENSP00000337363	ZNF394	-	7
ENSG00000221909	ENST00000449309	ENSP00000411372	FAM200A	-	7
ENSG00000197343	ENST00000252713	ENSP00000252713	ZNF655	+	7
ENSG00000244219	ENST00000431679	ENSP00000492416	TMEM225B	+	7
ENSG00000197037	ENST00000394152	ENSP00000377708	ZSCAN25	+	7
ENSG00000106258	ENST00000222982	ENSP00000222982	CYP3A5	-	7
ENSG00000160870	ENST00000336374	ENSP00000337450	CYP3A7	-	7
ENSG00000160868	ENST00000651514	ENSP00000498939	CYP3A4	-	7
ENSG00000021461	ENST00000354829	ENSP00000346887	CYP3A43	+	7
ENSG00000176402	ENST00000312891	ENSP00000325775	GJC3	-	7
ENSG00000174469	ENST00000361727	ENSP00000354778	CNTNAP2	+	7
ENSG00000177679	ENST00000611745	ENSP00000480851	SRRM3	+	7
ENSG00000170027	ENST00000307630	ENSP00000306330	YWHAG	-	7
ENSG00000146700	ENST00000275560	ENSP00000275560	SSC4D	-	7
ENSG00000188372	ENST00000394857	ENSP00000378326	ZP3	+	7
ENSG00000106211	ENST00000248553	ENSP00000248553	HSPB1	+	7
ENSG00000214960	ENST00000407010	ENSP00000385478	CRPPA	-	7
ENSG00000171243	ENST00000307068	ENSP00000304930	SOSTDC1	-	7
ENSG00000205858	ENST00000401542	ENSP00000384971	LRRC72	+	7
